index,Roast Level,Avg Agtron,price,rating,Country Region,Country,review_sentence,company,coffee
3319a,Medium,53,75.84,92,The Americas,United States of America," Balanced, crisp acidity; silky mouthfeel",Simon Hsieh's Aroma Roast Coffees,Hawaii Ka’u Rusty’s Natural Yellow Caturra
3320a,Medium,55,41.94,93,The Americas,United States of America," All carry into a luxuriously sweet cup, with the lemon note dominating",Paradise Roasters,Hawaii Kona Natural Maragogipe
3321a,Medium,57,40.5,95,The Americas,United States of America," The acidity is extraordinary: deep, powerful yet roundly rich and sweet",Rusty's Hawaiian Coffee,Ka’u Coffee Natural Dried
3322a,Medium-Dark,42,37.5,84,The Americas,United States of America," Dark chocolate, scorched mesquite, vanillin, gardenia, prune in aroma and cup",Rooster Roastery,CBD Coffee Dark Roast
3323a,Medium-Dark,43,47.05,87,The Americas,United States of America," Scorched oak, buttery dark chocolate, a hint of lemon in aroma and cup",Starbucks Reserve Roastery,100% Kona Coffee
3324a,Medium-Dark,51,29.95,93,The Americas,United States of America," Dark chocolate, cedar, orange, hints of flowers and leather in aroma and small cup",Paradise Roasters,Hawaii Isla Espresso
3325a,Medium-Dark,46,50,93,The Americas,United States of America," Melon, grapefruit, sandalwood, musk, caramel in aroma and cup",Big Island Coffee Roasters,100 Percent Puna Kazumura Reserve Peaberry Medium Dark
3326a,Medium-Dark,45,19.95,92,The Americas,United States of America," Mango, apricot, dark chocolate, dusk flowers in aroma and small cup",Paradise Roasters,S.O. Espresso Maui Mokka
3327a,Medium-Dark,49,36,95,The Americas,United States of America," Rich, rose-like flowers, blackberry, candied citrus, dark chocolate in aroma and cup",Rusty's Hawaiian Coffee,Maui Mokka Peaberry
3328a,Medium-Dark,44,24,90,The Americas,United States of America, The chocolate moves forward and gracefully dominates in the cup,Kona Cafe,100 Percent Kona Coffee Extra Fancy Medium Roast
3329a,Medium-Dark,49,22.5,88,The Americas,United States of America," Subdued acidity, lean but silky mouthfeel, good flavor persistence into the finish",Javaloha,100% Hawaiian Coffee Hamakua Estate
3330a,Medium-Light,69,39.6,94,The Americas,United States of America," Strawberry guava, star jasmine, hazelnut, amber, cocoa nib in aroma and cup",Big Island Coffee Roasters,Ka’u Yellow Bourbon
3331a,Medium-Light,68,32.4,93,The Americas,United States of America," Pipe tobacco, date, narcissus, almond, baking chocolate in aroma and cup",Big Island Coffee Roasters,Ka’u Lehua Black Honey
3332a,Medium-Light,69,59.85,93,The Americas,United States of America," Pineapple, lychee, baking chocolate, jasmine, lemon verbena in aroma and cup",Paradise Roasters,Hawai’i Ka’u Champagne Natural
3333a,Medium-Light,66,89.85,95,The Americas,United States of America," Strawberry guava, banana, cocoa nib, honeysuckle, hints of goat cheese in aroma and cup",Paradise Roasters,Kona Red Bourbon Anaerobic Washed Uluwehi Farm
3334a,Medium-Light,66,74.85,93,The Americas,United States of America," Baking spices, caramel, goat milk yogurt, baking chocolate, violet in aroma and cup",Paradise Roasters,Kona Lactic Natural Black Rock Farm
3335a,Medium-Light,68,24.95,93,The Americas,United States of America," Strawberry, raspberry coulis, nougat, elm, maple syrup in aroma and cup",Paradise Roasters,Ka’u Yellow Caturra Anaerobic Natural
3336a,Medium-Light,65,56.25,95,The Americas,United States of America," Dark chocolate, pomegranate yogurt, almond brittle, sandalwood, freesia-like flowers in aroma and cup",Hala Tree Kona Coffee,Honey Typica Anaerobic
3337a,Medium-Light,63,49.5,94,The Americas,United States of America," Baking chocolate, star jasmine, blackberry, lime zest, brown sugar in aroma and cup",Hala Tree Kona Coffee,Geisha
3338a,Medium-Light,62,56.25,93,The Americas,United States of America," Dried raspberry, cocoa powder, lemon verbena, cedar, agave syrup in aroma and cup",Hala Tree Kona Coffee,Natural Typica Anaerobic
3339a,Medium-Light,62,54.86,92,The Americas,United States of America," Baking chocolate, hazelnut, date, cedar, molasses in aroma and cup",Kona Farm Direct,K7 Sweet Spot
3340a,Medium-Light,61,112.43,96,The Americas,United States of America," Chocolate fudge, passion fruit, sandalwood, lily, a hint of Cognac in aroma and cup",Hula Daddy Kona Coffee,Kona Mocca®
3341a,Medium-Light,64,59.93,94,The Americas,United States of America," Dried mango, fermenty tangerine, fresh yogurt, narcissus, Nutella in aroma and cup",Hula Daddy Kona Coffee,Holiday Coffee
3342a,Medium-Light,67,59.85,94,The Americas,United States of America," Lychee, tamarind, cocoa nib, hop flowers, almond brittle in aroma and cup",Paradise Roasters,Hawai’i Puna Anaerobic Washed
3343a,Medium-Light,69,94.43,95,The Americas,United States of America," Cocoa nib, pluot, tangerine zest, star jasmine, lemon verbena in aroma and cup",Hula Daddy Kona Coffee,Laura’s Reserve SL34
3344a,Medium-Light,67,74.85,93,The Americas,United States of America," Cinnamon, cocoa powder, plum, ginger blossom, narcissus in aroma and cup",Paradise Roasters,Kona Pumpkin Spice Anaerobic
3345a,Medium-Light,63,45,94,The Americas,United States of America," Strawberry-guava, cocoa nib, narcissus, almond butter, fresh-cut oak in aroma and cup",Miranda Farms,Yellow Caturra (special lot)
3346a,Medium-Light,67,89.85,96,The Americas,United States of America," Plumeria, amber, passion fruit, Concord grape, dark chocolate in aroma and cup",Paradise Roasters,Hawai’i Kilauea Volcano Yeast Fermentation Washed
3347a,Medium-Light,68,74.85,94,The Americas,United States of America," Strawberry-guava, cocoa nib, violet, wild honey, aloe wood in aroma and cup",Paradise Roasters,Kona Pink Honey Black Rock Farm
3348a,Medium-Light,68,50,94,The Americas,United States of America," Cocoa nib, pluot, brown sugar, candycap mushroom, Meyer lemon zest in aroma and cup",Origin Coffee Roasters,Ka’u Red Caturra Peaberry
3349a,Medium-Light,66,47,93,The Americas,United States of America," Cocoa nib, guava, baking chocolate, honeysuckle, bay leaf in aroma and cup",Origin Coffee Roasters,Ka’u Red Caturra
3350a,Medium-Light,67,57,95,The Americas,United States of America," Tangerine, dark chocolate, almond butter, honeysuckle, a hint of kefir in aroma and cup",Hala Tree Kona Coffee,Red Bourbon Natural Exclusive Reserve
3351a,Medium-Light,61,42,94,The Americas,United States of America," Nectarine, narcissus, hop flowers, sandalwood, honey in aroma and cup",Big Island Coffee Roasters,Ka’u Giant Maragogipe
3352a,Medium-Light,61,36,93,The Americas,United States of America," Freesia-like flowers, almond brittle, baking chocolate, black cherry, fresh-cut oak in aroma and cup",Big Island Coffee Roasters,Wood Valley Single Estate Ka’u
3353a,Medium-Light,64,49.5,93,The Americas,United States of America," Jasmine, peach, pistachio, cardamom, cocoa nib in aroma and cup",Hala Tree Kona Coffee,Red Bourbon Washed
3354a,Medium-Light,66,59.85,93,The Americas,United States of America," Lychee, hop flowers, honey, cedar, cocoa nib in aroma and cup",Paradise Roasters,Hawai’i Ka’u Typica Anaerobic Washed
3355a,Medium-Light,69,68.93,94,The Americas,United States of America," Mango, cocoa nib, lilac, honey, Meyer lemon in aroma and cup",Hula Daddy Kona Coffee,Karen J Kona Red Bourbon
3356a,Medium-Light,68,33,92,The Americas,United States of America," Black cherry, hazelnut, jasmine, baking chocolate, maple syrup in aroma and cup",Kona Roasted,Rus & Alla Ka’u
3357a,Medium-Light,69,74.85,93,The Americas,United States of America," Passion fruit, lemon blossom, cocoa nib, marjoram, mesquite in aroma and cup",Paradise Roasters,Ka’u Yellow Caturra Champagne Natural
3358a,Medium-Light,63,85.71,94,The Americas,United States of America," Peach, pear, honeysuckle, black walnut, musk in aroma and cup",Kona Farm Direct,Kona Laurina Pointu
3359a,Medium-Light,65,59.91,91,The Americas,United States of America," Toffee, table grape, pecan, clover blossom, a hint of malted barley in aroma and cup",Kona Farm Direct,Kona K7
3360a,Medium-Light,66,59.91,90,The Americas,United States of America," Molasses, lilac, wheat grass, fresh cucumber, fresh-cut elm in aroma and cup",Kona Farm Direct,Kona SL34
3361a,Medium-Light,64,19.95,92,The Americas,United States of America," Hazelnut butter, orange zest, baking chocolate, fresh-cut fir, freesia in aroma and cup",Paradise Roasters,Kona Double-Washed Black Rock Farm
3362a,Medium-Light,64,94.43,95,The Americas,United States of America," Dark chocolate, raspberry, freesia, port wine, a hint of fresh, fragrant tobacco in aroma and cup",Hula Daddy Kona Coffee,100% Kona Bourbon Pointu Laurina
3363a,Medium-Light,68,59.85,93,The Americas,United States of America," Strawberry guava, jasmine, cocoa nib, sandalwood, pink grapefruit zest in aroma and cup",Paradise Roasters,Puna Champagne Natural Anaerobic
3364a,Medium-Light,69,72,90,The Americas,United States of America," Cocoa, peach, oak, almond, grapefruit zest in aroma and cup",Kauai Coffee Company,Kauai Estate Reserve Sun-Dried Typica
3365a,Medium-Light,62,126,94,The Americas,United States of America," Jasmine, spearmint, chocolate, watermelon, fine musk in aroma and cup",Equator Coffees,Monarch Gesha
3366a,Medium-Light,66,37.2,93,The Americas,United States of America," Salted chocolate, hop flowers, Concord grape, ginger, a hint of aged grappa in aroma and cup",Big Island Coffee Roasters,Puna Barrel-Aged
3367a,Medium-Light,61,34.8,93,The Americas,United States of America," Black cherry, magnolia, fresh-cut cedar, maple syrup, a hint of thyme in aroma and cup",Big Island Coffee Roasters,Kona Peaberry
3368a,Medium-Light,68,95.93,93,The Americas,United States of America," Honeysuckle, red currant, toffee, dried coconut, mango in aroma and cup",Hula Daddy Kona Coffee,Laura’s Reserve SL-28
3369a,Medium-Light,67,73.5,93,The Americas,United States of America," Cacao nib, jujube (red date), marjoram, freesia-like flowers, fresh pipe tobacco in aroma and cup",Nine Point Coffee,Ka’u Natural
3370a,Medium-Light,70,60,93,The Americas,United States of America," Peach, honeysuckle, cinnamon, cedar, cacao nib in aroma and cup",Origin Coffee Roasters,Maui Kupa’a Orange Bourbon
3371a,Medium-Light,63,36,92,The Americas,United States of America," Apricot, oak, baker’s chocolate, freesia, sandalwood in aroma and cup",Rusty's Hawaiian,Honey Typica
3372a,Medium-Light,67,48,92,The Americas,United States of America," Rose hips, almond nougat, orange zest, apricot, cedar in aroma and cup",Three Chairs Specialty Turkish Coffee,Ka’u Typica Natural
3373a,Medium-Light,64,45,93,The Americas,United States of America," Apricot, cocoa nib, maple syrup, jasmine, hint of marjoram in aroma and cup",Hala Tree Kona Coffee,100% Kona Bourbon
3374a,Medium-Light,62,45,92,The Americas,United States of America," Dried mango, coconut, freesia, honey, fir, a hint of aged grappa in aroma and cup",Hala Tree Kona Coffee,Kona Naturals
3375a,Medium-Light,66,170.1,92,The Americas,United States of America," Orange zest, black currant, cacao nib, fresh-cut fir, honeysuckle in aroma and cup",Bird Rock Coffee Roasters,California Grown
3376a,Medium-Light,63,67.43,95,The Americas,United States of America," Ripe strawberry, dark chocolate,  almond, freesia-like flowers, a hint of wine barrel in aroma and cup",Hula Daddy Kona Coffee,100% Kona Bourbon Pointu Laurina
3377a,Medium-Light,69,68.93,94,The Americas,United States of America," Pineapple, sandalwood, jasmine, honey, cocoa in aroma and cup",Hula Daddy Kona Coffee,Karen J Red Bourbon
3378a,Medium-Light,67,42,93,The Americas,United States of America," Lemongrass, graham cracker, sassafras, roasted cacao nib, jasmine in aroma and cup",Rusty's Hawaiian Coffee,Ka’u Oro Yeast Typica
3379a,Medium-Light,65,44.22,90,The Americas,United States of America," Baker’s chocolate, aromatic orchid, hazelnut, oak in aroma and cup",Ka'u Specialty Coffee,Estate Carbonic Maceration
3380a,Medium-Light,69,44.22,93,The Americas,United States of America," Peach, grapefruit zest, alyssum-like flowers, dark chocolate, cinnamon in aroma and cup",Ka'u Specialty Coffee,Estate Medium Roast
3381a,Medium-Light,66,45,92,The Americas,United States of America," Raspberry, cedar, baker’s chocolate, gardenia, molasses in aroma and cup",Hala Tree Kona Coffee,“Naturals”
3382a,Medium-Light,64,67.43,95,The Americas,United States of America," Peach, maple syrup, sandalwood, grapefruit zest, almond, magnolia in aroma and cup",Hula Daddy Kona Coffee,100% Kona Bourbon Pointu Laurina
3383a,Medium-Light,67,112.43,97,The Americas,United States of America," Meyer lemon marmalade, cedar, pistachio, guava, jasmine in aroma and cup",Hula Daddy Kona Coffee,100% Kona SL-28
3384a,Medium-Light,64,36,92,The Americas,United States of America," Wisteria, tangerine zest, sandalwood, pomegranate, cashew in aroma and cup",Rusty's Hawaiian Coffee,Ka’u Natural Typica
3385a,Medium-Light,64,34.8,94,The Americas,United States of America," Dried apricot, lime zest, nougat, lavender, thyme in aroma and cup",Big Island Coffee Roasters,Puna Natural
3386a,Medium-Light,67,74.93,94,The Americas,United States of America," Lime zest, white peppercorn, milk chocolate, sandalwood, dried coconut in aroma and cup",Hula Daddy Kona Coffee,Bourbon Peaberry
3387a,Medium-Light,66,74.93,96,The Americas,United States of America," Violet, dried fig, almond butter, ginseng, fine musk in aroma and cup",Hula Daddy Kona Coffee,100% Kona Bourbon Pointu Laurina
3388a,Medium-Light,71,72,96,The Americas,United States of America," Plumeria, red currant, lime zest, frankincense, roasted cacao nib in aroma and cup",Paradise Roasters,Hawaii Kilauea Volcano Nano-Lot
3389a,Medium-Light,64,67.43,93,The Americas,United States of America," Dark chocolate, scorched lemon zest, rose, passion fruit, vanilla in aroma and cup",Hula Daddy Kona Coffee,Kahiko Holiday Coffee
3390a,Medium-Light,65,59.93,95,The Americas,United States of America," Cognac, almond butter, frankincense, lychee, sandalwood in aroma and cup",Hula Daddy Kona Coffee,Mokka
3391a,Medium-Light,62,55.43,93,The Americas,United States of America," Dried mango, narcissus, dark chocolate, marjoram, sandalwood in aroma and cup",Hula Daddy,100% Kona High Mountain Io Fancy
3392a,Medium-Light,69,67.43,96,The Americas,United States of America," Black currant, hops, coriander, kola syrup, violet in aroma and cup",Hula Daddy,Laura’s Reserve SL-28
3393a,Medium-Light,71,59.93,94,The Americas,United States of America," Honey, roasted cacao nib, raspberry, sandalwood, cinnamon in aroma and cup",Hula Daddy,Laura’s Reserve SL-28
3394a,Medium-Light,69,49.43,93,The Americas,United States of America,,Hula Daddy,100% Kona High Mountain Io Fancy
3395a,Medium-Light,67,52.43,94,The Americas,United States of America," Honey, prickly pear fruit, clove, cocoa nib and jasmine in aroma and cup",Hula Daddy,100% Kona Bourbon Pointu Laurina
3396a,Medium-Light,65,59.93,93,The Americas,United States of America," Vanilla, macadamia nut, fresh peach and rose hips in aroma and cup",Hula Daddy,Hokulele Kona
3397a,Medium-Light,71,67.01,92,The Americas,United States of America," Musky lily, dark chocolate, strawberry, watermelon, roasted almond in aroma and cup",The Coffee Academics,Greenwell Estate Hawaii Kona Peaberry Natural
3398a,Medium-Light,62,36,93,The Americas,United States of America," Orange, cognac, hints of roasted cacao nib and honeysuckle in aroma and cup",Rusty's Hawaiian Coffee,Ka’u Natural Typica
3399a,Medium-Light,69,52.43,95,The Americas,United States of America," Orange, mulberry, vanilla, honey, complex night-blooming flowers in aroma and cup",Hula Daddy,High Mountain Red Bourbon
3400a,Medium-Light,62,41.5,93,The Americas,United States of America," Peach, sweet chocolate, plum blossom, ripe orange in aroma and cup",Thanksgiving Coffee,Mahina Mele Kona
3401a,Medium-Light,68,49.43,92,The Americas,United States of America," Honey, tangerine, dark chocolate, hints of clove and lilac in aroma and cup",Hula Daddy,High Mountain Io Fancy Light Roast
3402a,Medium-Light,62,27,92,The Americas,United States of America," Deep, lush floral notes (plumeria perhaps), honey, roasted cacao nib, peach-like fruit in aroma and cup",Big Island Coffee Roasters,Hawai’i Puna Kazumura
3403a,Medium-Light,64,26.25,90,The Americas,United States of America, The richly and sweetly sourish sensation is most prominent in the acidity,Daylight Mind Coffee Company,100% Waialua Peaberry
3404a,Medium-Light,64,14.63,90,The Americas,United States of America," Caramel, fresh-cut cedar, peach, hints of flowers and roasted cacao nib in aroma and cup",Kona Kimo Coffee,Haleakala Sunrise
